cluster,Alveolar_macrophages;lung,Astrocytes;brain,B_cells;adipose_tissue,B_cells;bone_marrow,B_cells;breast,B_cells;liver,B_cells;lung,B_cells;muscle_organ,B_cells;spleen,Basal_cells;breast,Basal_cells_of_epidermis;skin_of_body,Basal_cells_of_epidermis;tongue,Basophils;bone_marrow,Bergmann_glial_cells;brain,Bladder_cells;urinary_bladder,Bladder_urothelial_cells;urinary_bladder,Blood_cells;trachea,Brain_pericytes;brain,Cardiomyocytes;heart,Cardiomyocytes;vasculature,Ciliated_columnar_cells_of_tracheobronchial_tree;lung,Classical_monocytes;lung,Common_lymphoid_progenitors;bone_marrow,Dendritic_cells;spleen,Double-negative_thymic_pro-T_cells;thymus,Ductal_epithelial_cells;liver,Early_pro-B_cells;bone_marrow,Epithelial_brush_cells;colon,Fraction_A_pre-pro_B_cells;bone_marrow,Kupffer_cell;liver,Langerhans_cell;tongue,Not_Annotated;adipose_tissue,Not_Annotated;heart,Not_Annotated;lung,Not_Annotated;muscle_organ,Not_Annotated;trachea,Not_Annotated;vasculature,Slamf1-negative_multipotent_progenitor_cells;bone_marrow,Slamf1-positive_multipotent_progenitor_cells;bone_marrow,T_cells;adipose_tissue,T_cells;bone_marrow,T_cells;breast,T_cells;lung,T_cells;muscle_organ,T_cells;spleen,collecting_duct_epithelial_cells;kidney,colon_epithelial_cells;colon,colon_goblet_cells;colon,endocardial_cells;heart,endocardial_cells;vasculature,endothelial_cells;adipose_tissue,endothelial_cells;brain,endothelial_cells;breast,endothelial_cells;heart,endothelial_cells;kidney,endothelial_cells;muscle_organ,endothelial_cells;pancreas,endothelial_cells;trachea,endothelial_cells;urinary_bladder,endothelial_cells;vasculature,enterocytes;colon,enteroendocrine_cells;colon,epidermal_cells;skin_of_body,epithelial_cells;trachea,epithelial_cells_of_proximal_tubule;kidney,erythroblasts;bone_marrow,erythrocytes;vasculature,fibroblasts;heart,fibroblasts;vasculature,granulocyte_monocyte_progenitor_cells;bone_marrow,granulocytes;bone_marrow,granulocytopoietic_cells;bone_marrow,hematopoietic_precursor_cells;bone_marrow,hepatocytes;liver,immature_B_cells;bone_marrow,immature_NK_T_cells;bone_marrow,immature_T_cells;bone_marrow,immature_T_cells;thymus,immature_natural_killer_cells;bone_marrow,keratinocyte_stem_cells;skin_of_body,keratinocytes;tongue,kidney_capillary_endothelial_cells;kidney,kidney_cells;kidney,late_pro-B_cells;bone_marrow,leukocytes;heart,leukocytes;kidney,leukocytes;liver,leukocytes;lung,leukocytes;pancreas,leukocytes;skin_of_body,leukocytes;thymus,leukocytes;urinary_bladder,loop_of_Henle_ascending_limb_epithelial_cells;kidney,luminal_epithelial_cells_of_mammary_gland;breast,lung_endothelial_cells;lung,lung_epithelial_cells;lung,lymphocytes;muscle_organ,macrophages;bone_marrow,macrophages;brain,macrophages;breast,macrophages;kidney,macrophages;muscle_organ,macrophages;spleen,mast_cells;lung,mature_natural_killer_cells;bone_marrow,megakaryocyte-erythroid_progenitor_cells;bone_marrow,mesangial_cells;kidney,mesenchymal_cells;trachea,mesenchymal_stem_cells;muscle_organ,mesenchymal_stem_cells_of_adipose;adipose_tissue,microglia;brain,monocytes;bone_marrow,monocytes;lung,myeloid_cells;adipose_tissue,myeloid_cells;lung,myofibroblasts;heart,naive_B_cells;bone_marrow,natural_killer_cells;adipose_tissue,natural_killer_cells;liver,natural_killer_cells;lung,natural_killer_cells;spleen,neuroendocrine_cells;trachea,neurons;brain,non-classical_monocytes;lung,oligodendrocyte_precursor_cells;brain,oligodendrocytes;brain,pancreatic_A_cells;pancreas,pancreatic_D_cells;pancreas,pancreatic_PP_cells;pancreas,pancreatic_acinar_cells;pancreas,pancreatic_beta_cells;pancreas,pancreatic_ductal_cells;pancreas,pancreatic_stellate_cells;pancreas,pre-natural_killer_cells;bone_marrow,precursor_B_cells;bone_marrow,proerythroblasts;bone_marrow,professional_antigen_presenting_cells;vasculature,promonocytes;bone_marrow,proximal_straight_tubule_epithelial_cells;kidney,regulatory_T_cells;bone_marrow,sinusoidal_endothelial_cells;liver,skeletal_muscle_satellite_cells;muscle_organ,skeletal_muscle_satellite_stem_cells;muscle_organ,smooth_muscle_cells;heart,stem_cells_of_epidermis;skin_of_body,stromal_cells;breast,stromal_cells;lung,type_II_pneumocytes;lung
Alveolar_macrophages;lung_TRUE,5.573473675846493,4.829885834928196,4.839639407133838,4.839639407133838,4.839639407133838,4.839639407133838,4.839639407133838,4.839639407133838,4.839639407133838,3.700952747207237,2.822859159440599,2.822859159440599,1.8039793196479135,3.55316589856337,0.828916961559351,0.0,3.9045070051844464,2.8760138550502474,2.965315001369006,2.965315001369006,0.9507298455722091,5.317689582918479,1.8083086079343766,4.510876350995704,4.332973879884366,4.655673562271522,1.6329709979647042,0.0,0.6790159671063736,4.645314199937392,1.751123078843422,0.0,0.0,0.0,0.0,0.0,0.0,6.752627985056751,6.752627985056751,8.627646412294576,8.627646412294576,8.627646412294576,8.627646412294576,8.627646412294576,8.627646412294576,4.655673562271522,4.655673562271522,1.5948392909727496,0.03325115408809951,0.03325115408809951,5.426864005587844,5.426864005587844,5.426864005587844,5.426864005587844,5.426864005587844,5.426864005587844,5.426864005587844,5.426864005587844,5.426864005587844,5.426864005587844,2.0329666549171277,0.6378397900125256,3.7500165578893285,4.995391370992032,4.655673562271522,3.6549059346894945,3.9045070051844464,5.16085369362977,5.16085369362977,7.744519721828525,3.3730022513689453,0.0,2.2114797157374992,4.904229243766083,1.9822438972583716,4.749538161791476,4.332973879884366,4.332973879884366,4.527671176284376,7.1146423991146985,5.456661123517753,3.780788624588345,1.1234505042441971,0.6790159671063736,5.520158049268443,5.520158049268443,5.520158049268443,5.520158049268443,5.520158049268443,5.520158049268443,5.520158049268443,5.520158049268443,4.655673562271522,4.655673562271522,4.39259469098588,4.655673562271522,5.422146132560861,10.676876940551711,10.676876940551711,10.676876940551711,10.676876940551711,10.676876940551711,10.676876940551711,3.852120032891955,4.527671176284376,0.5797985778910941,2.553123107227504,4.062177143025814,6.338826673765561,6.319459559268548,4.93313382762525,5.945506716438719,5.945506716438719,4.397382010971638,4.397382010971638,3.180568624754315,2.4715596133598603,4.527671176284376,4.527671176284376,4.527671176284376,4.527671176284376,1.5210363435913494,4.227250392670023,5.317689582918479,1.685368091433024,1.7515752098721429,0.03598261060922042,0.0,0.0,0.5971312329655778,0.9557273228019876,0.10968219145484594,1.3749692626678678,4.527671176284376,1.6054925827732918,1.0183829349020252,5.093535365116538,0.0,4.655673562271522,4.821413151922951,4.419711961622107,0.3411160966624385,6.752627985056751,1.5731569499218296,6.752627985056751,4.4718269266244,4.4718269266244,2.36941861616967
Astrocytes;brain_TRUE,3.2345102935668697,11.324371856729842,3.965524430625733,3.965524430625733,3.965524430625733,3.965524430625733,3.965524430625733,3.965524430625733,3.965524430625733,2.9216027457154645,1.6966306021724278,1.6966306021724278,0.3740815455493586,9.55307711953002,0.7224904298782349,0.6304931640625,7.079761095621964,3.1401239109351833,3.717448303629188,3.717448303629188,0.0,5.077065780421824,3.0646076482510627,3.4963065948015006,2.5281257754168025,3.3020593915706495,0.5404596924781799,0.0,0.0,3.34793449283963,1.0808936760755747,0.0,0.0,0.0,0.0,0.0,0.0,5.630458469174756,5.630458469174756,3.600394814800947,3.600394814800947,3.600394814800947,3.600394814800947,3.600394814800947,3.600394814800947,3.3020593915706495,3.3020593915706495,2.0920435754483067,0.35348981618881226,0.35348981618881226,5.462936046592545,5.462936046592545,5.462936046592545,5.462936046592545,5.462936046592545,5.462936046592545,5.462936046592545,5.462936046592545,5.462936046592545,5.462936046592545,2.07053363610954,0.0,1.4000677081507493,4.087028958760787,3.3020593915706495,3.1413440666694874,7.079761095621964,3.032314095303199,3.032314095303199,7.206019965374345,2.047093625623599,0.0,0.08064500242471695,4.435581474939735,0.8259891867637634,3.4215651770577495,2.5281257754168025,2.5281257754168025,2.718612550128152,5.630458469174756,2.9166862069833868,1.807305346828921,1.657435736969375,0.0,4.254600792274956,4.254600792274956,4.254600792274956,4.254600792274956,4.254600792274956,4.254600792274956,4.254600792274956,4.254600792274956,3.3020593915706495,3.3020593915706495,4.5618138662768715,3.3020593915706495,3.303906509253719,7.674056596812815,7.674056596812815,7.674056596812815,7.674056596812815,7.674056596812815,7.674056596812815,2.256206579973678,2.718612550128152,1.035574051837714,2.3339467938262164,1.0699010415140913,4.6043421065188195,4.601066800171383,7.157784341637042,5.13501223325529,5.13501223325529,3.429370022634844,3.429370022634844,1.3188851181427668,1.721945398019729,2.7359459601816494,2.7359459601816494,2.7359459601816494,2.7359459601816494,1.4011371822277368,7.252982155536193,5.077065780421824,1.7136119871239404,2.7638995519916243,0.04213208332657814,0.0,0.0,0.5790919519009061,0.5553830261143091,0.4728296350825716,0.37893153668940915,2.718612550128152,1.6699379552196063,0.0,4.378218453971963,0.0,3.3020593915706495,2.00765526730398,4.5618138662768715,0.0,5.630458469174756,3.323566204756253,5.630458469174756,1.7335897476224826,1.7335897476224826,0.16699425876140594
B_cells;adipose_tissue_TRUE,2.6200032830030553,2.743351929427498,13.193662509474464,13.193662509474464,13.193662509474464,13.193662509474464,13.193662509474464,13.193662509474464,13.193662509474464,1.647860682315444,1.6427365302346872,1.6427365302346872,2.504567928100939,3.0006910364477415,0.16097575426101685,0.0,4.432554176616401,1.8705034295160825,2.3924166359965486,2.3924166359965486,0.0,6.706155544762641,2.0072597715800846,11.969484326515113,7.166686329109432,3.9991471280198234,4.0007107152960755,0.0,2.7822392337937214,2.7066476573129883,5.718622747607956,0.0,0.0,0.0,0.0,0.0,0.0,5.924242089727679,5.924242089727679,11.2703337927993,11.2703337927993,11.2703337927993,11.2703337927993,11.2703337927993,11.2703337927993,3.9991471280198234,3.9991471280198234,1.1439318615083878,0.0,0.0,6.9240323830005766,6.9240323830005766,6.9240323830005766,6.9240323830005766,6.9240323830005766,6.9240323830005766,6.9240323830005766,6.9240323830005766,6.9240323830005766,6.9240323830005766,1.8508022780007496,0.8963389515476466,3.188586640162835,4.838115719219569,3.9991471280198234,1.572834129210245,4.432554176616401,4.134690505556406,4.134690505556406,7.653003037273482,4.842252290634629,0.0,0.7318210670813691,3.205880658829987,3.8978419878742674,7.989950262150902,7.166686329109432,7.166686329109432,7.913387323592403,5.924242089727679,2.5716854749631297,2.4882597804682645,1.8903278010136721,2.786284539665324,9.268379212637315,9.268379212637315,9.268379212637315,9.268379212637315,9.268379212637315,9.268379212637315,9.268379212637315,9.268379212637315,3.9991471280198234,3.9991471280198234,6.500252950524169,3.9991471280198234,9.081184172375938,8.5456830809233,8.5456830809233,8.5456830809233,8.5456830809233,8.5456830809233,8.5456830809233,3.8389399616765263,7.913387323592403,0.5600049312268521,2.720965950213103,1.4248756672114602,6.0106568032853716,6.0106568032853716,5.894188129585851,8.889769125808517,8.889769125808517,6.611493125710977,6.611493125710977,2.6262698312502764,6.846909360706879,7.913387323592403,7.913387323592403,7.913387323592403,7.913387323592403,1.0402960277438225,3.7090448734613735,6.706155544762641,0.6470752727637306,0.8170844122500358,0.32720981724100157,0.0,0.0,0.09355095122965382,0.39127621346498803,0.0,0.38266946743076213,7.913387323592403,6.324125939864684,0.0,7.493417558766959,0.0,3.9991471280198234,5.111918430665844,6.500252950524169,0.0,5.924242089727679,0.9118337594694326,5.924242089727679,4.8137659481527795,4.8137659481527795,0.7226821184158325
B_cells;bone_marrow_TRUE,2.706395549392887,2.1820246649482566,6.1901103728954565,6.1901103728954565,6.1901103728954565,6.1901103728954565,6.1901103728954565,6.1901103728954565,6.1901103728954565,0.6983305118191936,0.5006905561278783,0.5006905561278783,0.14084649692678974,1.8563717443470487,1.801007146912527,0.0,2.9965724109200647,0.7371531876459717,0.6004240229977764,0.6004240229977764,0.0,2.954469001610394,1.3608105489555788,3.854744597381768,3.551040971051513,2.183086759149541,0.5177154487798746,0.0,0.48470776580750585,4.376264555113733,0.4161544144153595,0.0,0.0,0.0,0.0,0.0,0.0,2.832146192123666,2.832146192123666,6.997625155469231,6.997625155469231,6.997625155469231,6.997625155469231,6.997625155469231,6.997625155469231,2.183086759149541,2.183086759149541,0.4005744864082579,0.0,0.0,3.893109321042034,3.893109321042034,3.893109321042034,3.893109321042034,3.893109321042034,3.893109321042034,3.893109321042034,3.893109321042034,3.893109321042034,3.893109321042034,0.49069001589738576,0.07872828146950765,0.8707559849350712,2.3803787049291696,2.183086759149541,3.0468243051773243,2.9965724109200647,2.547909095539648,2.547909095539648,3.5352299085956536,2.3587336722730874,0.0,0.0,1.602198437443034,1.544674053354116,6.668295806093617,3.551040971051513,3.551040971051513,6.57173491707658,2.8450830126941478,1.041817424345047,0.5006221532821655,0.18022983987297153,0.48470776580750585,7.3772303619951245,7.3772303619951245,7.3772303619951245,7.3772303619951245,7.3772303619951245,7.3772303619951245,7.3772303619951245,7.3772303619951245,2.183086759149541,2.183086759149541,3.202271463917375,2.183086759149541,5.464353091146526,6.051140895717599,6.051140895717599,6.051140895717599,6.051140895717599,6.051140895717599,6.051140895717599,3.6579070626399237,6.57173491707658,1.2172124529087864,0.2721524952566143,1.2405827321983132,2.440082927268305,2.439655773102857,3.704719058095308,3.77366819748213,3.77366819748213,3.107348498033504,3.107348498033504,1.0210260446180213,3.339762769040346,6.57173491707658,6.57173491707658,6.57173491707658,6.57173491707658,0.0,3.772450208581831,2.954469001610394,0.0,0.5148002512841978,0.0,0.0,0.0,0.12137565971568043,0.0,0.0,0.0,6.57173491707658,1.2001308728762838,0.0,3.267314117155548,0.0,2.183086759149541,1.9119554062907367,3.202271463917375,0.0,2.832146192123666,1.0142449575116412,2.832146192123666,1.7667641945439094,1.7667641945439094,1.0276700525680762
B_cells;breast_TRUE,1.1295366754089806,0.6722524704167587,1.132670785242511,1.132670785242511,1.132670785242511,1.132670785242511,1.132670785242511,1.132670785242511,1.132670785242511,2.157126818076954,2.157126818076954,2.157126818076954,0.0,0.3643723737112003,0.0,0.0,6.064681056303012,0.0,0.8678229994269043,0.8678229994269043,0.0,3.003791612460794,1.5219392208544757,2.5337097607762087,2.592109087847613,0.9808135553546836,0.0,0.0,0.0,1.9985682460675156,2.684759434343813,0.0,0.0,0.0,0.0,0.0,0.0,3.3321427667460033,3.3321427667460033,2.6895972055880626,2.6895972055880626,2.6895972055880626,2.6895972055880626,2.6895972055880626,2.6895972055880626,0.9808135553546836,0.9808135553546836,0.24435122403170242,0.0,0.0,2.7731387070691893,2.7731387070691893,2.7731387070691893,2.7731387070691893,2.7731387070691893,2.7731387070691893,2.7731387070691893,2.7731387070691893,2.7731387070691893,2.7731387070691893,0.0775819718837738,0.0,2.358072627845402,1.1281346318806775,0.9808135553546836,3.519751277038514,6.064681056303012,2.788914588498788,2.788914588498788,3.485500984523307,1.6823211518490977,0.0,0.0,2.280466990992613,0.0,2.7864023112135032,2.592109087847613,2.592109087847613,1.1052447349318208,3.3899523293288945,2.059399613462345,0.4605194489276277,0.31780862787918146,0.0,3.6977733788457585,3.6977733788457585,3.6977733788457585,3.6977733788457585,3.6977733788457585,3.6977733788457585,3.6977733788457585,3.6977733788457585,0.9808135553546836,0.9808135553546836,2.716991701460097,0.9808135553546836,2.1017342091477604,1.8972695520033547,1.8972695520033547,1.8972695520033547,1.8972695520033547,1.8972695520033547,1.8972695520033547,0.537308016506227,1.1052447349318208,3.2328865114026777,0.5010307453501963,0.21246293187141418,1.3421915521411074,1.3421915521411074,0.3254249586742823,3.008295073657845,3.008295073657845,1.4065520376464031,1.4065520376464031,0.593659049209951,0.34361959432763217,1.1052447349318208,1.1052447349318208,1.1052447349318208,1.1052447349318208,0.0,1.7866382897309454,3.003791612460794,0.028541795909404755,0.042242188137495244,0.0,0.0,0.0,0.1361299306154251,0.0,0.0,0.0,1.1052447349318208,0.2959687409516977,0.5303864861008574,2.5169701125703616,0.0,0.9808135553546836,0.6015818628141716,2.716991701460097,0.0,3.3321427667460033,0.0,3.3321427667460033,0.4261984449342013,0.4261984449342013,0.6369011402130127
B_cells;liver_TRUE,2.0692301834323374,2.4305066087112737,12.799441899340879,12.799441899340879,12.799441899340879,12.799441899340879,12.799441899340879,12.799441899340879,12.799441899340879,1.0972876687487485,0.8621489352680032,0.8621489352680032,1.8008532215334379,2.5548454916430656,0.16097575426101685,0.0,3.824366559640773,1.2167510717378704,2.054396825750256,2.054396825750256,0.0,4.713754038512971,1.2062272163045058,6.571966828764435,4.11602723521138,2.824498067926179,4.222253816899165,0.0,2.7635225560327408,1.8598702849508861,3.010270618223067,0.0,0.0,0.0,0.0,0.0,0.0,4.812935504261502,4.812935504261502,7.551549635017374,7.551549635017374,7.551549635017374,7.551549635017374,7.551549635017374,7.551549635017374,2.824498067926179,2.824498067926179,0.09486050140566941,0.0,0.0,5.999330744607002,5.999330744607002,5.999330744607002,5.999330744607002,5.999330744607002,5.999330744607002,5.999330744607002,5.999330744607002,5.999330744607002,5.999330744607002,1.4494573015656453,0.8810360617808367,1.106242747547607,3.699281339892936,2.824498067926179,0.5962170893301522,3.824366559640773,2.521064009644404,2.521064009644404,5.8280199811119395,4.30153646955975,0.0,0.20395256665011918,2.8063634996637736,3.2860808257636367,5.994252337307358,4.11602723521138,4.11602723521138,5.994252337307358,4.812935504261502,1.4349421108382323,2.392127275466919,1.5483025208313008,2.767275377840624,8.676397113063382,8.676397113063382,8.676397113063382,8.676397113063382,8.676397113063382,8.676397113063382,8.676397113063382,8.676397113063382,2.824498067926179,2.824498067926179,5.833363641184184,2.824498067926179,6.755577026344513,6.994659904112889,6.994659904112889,6.994659904112889,6.994659904112889,6.994659904112889,6.994659904112889,2.700616943306267,5.994252337307358,0.5573731208504404,1.8086420949747082,0.9207605738318716,4.638405911638809,4.638405911638809,5.034337714607159,6.2985744519962354,6.2985744519962354,5.488229686665094,5.488229686665094,2.0041730495686454,6.067701377739242,5.994252337307358,5.994252337307358,5.994252337307358,5.994252337307358,0.5997600962476033,3.643259979439617,4.713754038512971,0.1262194300926241,0.6787575713568731,0.0587860569357872,0.0,0.0,0.07647987983302788,0.2507683927645419,0.0,0.0,5.994252337307358,6.246468077371234,0.0,5.229010169114613,0.0,2.824498067926179,1.0839982126416727,5.833363641184184,0.0,4.812935504261502,0.6947168751037213,4.812935504261502,3.0734090232995896,3.0734090232995896,0.7226821184158325
B_cells;lung_TRUE,1.9889930796182431,2.137972415786608,13.98303620976914,13.98303620976914,13.98303620976914,13.98303620976914,13.98303620976914,13.98303620976914,13.98303620976914,1.1979430414902954,0.9301523085054033,0.9301523085054033,2.223715451149915,2.6287970319779213,0.16097575426101685,0.0,4.695086775361972,1.613503212153833,2.251867073766183,2.251867073766183,0.0,5.032888349151113,2.2642834969861467,6.456058973952914,5.583038712699972,3.5585904885839574,4.6442150099650625,0.0,3.0781265599707903,2.3670363052611467,4.3720835383142305,0.0,0.0,0.0,0.0,0.0,0.0,6.203467560938006,6.203467560938006,8.04550139034328,8.04550139034328,8.04550139034328,8.04550139034328,8.04550139034328,8.04550139034328,3.5585904885839574,3.5585904885839574,0.1410315897293312,0.0,0.0,5.639617608571673,5.639617608571673,5.639617608571673,5.639617608571673,5.639617608571673,5.639617608571673,5.639617608571673,5.639617608571673,5.639617608571673,5.639617608571673,1.0358763212353221,0.43852946162223816,2.013780800546021,4.362672657780559,3.5585904885839574,0.6215649861500303,4.695086775361972,3.936273501441109,3.936273501441109,6.717669844420281,4.940588679162522,0.0,0.634380224570856,3.03393478265012,3.508102218900609,6.455550556874851,5.583038712699972,5.583038712699972,6.334127997183415,6.238231693493123,1.934097824582966,2.392127275466919,1.8524695123205086,3.079369059899614,8.979068558247581,8.979068558247581,8.979068558247581,8.979068558247581,8.979068558247581,8.979068558247581,8.979068558247581,8.979068558247581,3.5585904885839574,3.5585904885839574,5.581651827479782,3.5585904885839574,9.760342383218305,6.592299662853924,6.592299662853924,6.592299662853924,6.592299662853924,6.592299662853924,6.592299662853924,3.178361255463859,6.334127997183415,1.6241539172277357,1.830885545417511,0.9702280269786993,4.839545223778947,4.839545223778947,4.141909639393728,7.213967501091571,7.213967501091571,6.226584187361865,6.226584187361865,2.0044060431633572,7.204947219237178,6.334127997183415,6.334127997183415,6.334127997183415,6.334127997183415,0.7672186076075793,2.5937917655064893,5.032888349151113,0.14193854595400116,0.445229340821786,0.0587860569357872,0.0,0.0,0.12119802128280914,0.3075281764811695,0.0,0.0,6.334127997183415,6.602999554254946,0.0,5.388441051385238,0.0,3.5585904885839574,2.7562001632994133,5.581651827479782,0.0,6.203467560938006,0.4619004062738718,6.203467560938006,3.663975973532597,3.663975973532597,0.7226821184158325
B_cells;muscle_organ_TRUE,1.9389785868320422,2.212054805475881,9.206981812886623,9.206981812886623,9.206981812886623,9.206981812886623,9.206981812886623,9.206981812886623,9.206981812886623,2.1284520969804115,2.1244874225531882,2.1244874225531882,1.0994687090896178,2.316668016093718,0.16097575426101685,0.0,4.289678768952786,0.9674885235761256,1.9617743449158298,1.9617743449158298,0.0,4.046990523385383,1.115511228949121,4.656877968392176,2.9167331288244718,2.6266285292147202,3.8698405315296625,0.0,2.75274042469927,2.1741871217647772,4.059969809793471,0.0,0.0,0.0,0.0,0.0,0.0,4.760059101586545,4.760059101586545,4.611645618958006,4.611645618958006,4.611645618958006,4.611645618958006,4.611645618958006,4.611645618958006,2.6266285292147202,2.6266285292147202,0.23431704938411713,0.0,0.0,4.522137183321557,4.522137183321557,4.522137183321557,4.522137183321557,4.522137183321557,4.522137183321557,4.522137183321557,4.522137183321557,4.522137183321557,4.522137183321557,0.9026406226975309,0.43852946162223816,2.1444001163615787,3.581368691150191,2.6266285292147202,0.590141579359925,4.289678768952786,2.99970183056309,2.99970183056309,5.393796089767671,2.3518278127095424,0.0,0.20504667013106825,2.767231822614397,3.1558949738127273,3.789249039273742,2.9167331288244718,2.9167331288244718,3.760644726438267,4.800704534517991,2.2160175939319386,2.4317160557098183,1.538220944333239,2.7542369585353375,6.120761783768912,6.120761783768912,6.120761783768912,6.120761783768912,6.120761783768912,6.120761783768912,6.120761783768912,6.120761783768912,2.6266285292147202,2.6266285292147202,4.517506648955061,2.6266285292147202,5.039527222238507,5.777554503739072,5.777554503739072,5.777554503739072,5.777554503739072,5.777554503739072,5.777554503739072,2.4831147854275284,3.760644726438267,3.278820814558556,1.8466612385556043,0.9463309380917853,4.744828780491264,4.744828780491264,3.9828450377565994,4.741841529641438,4.741841529641438,4.4915830569765385,4.4915830569765385,1.9772584427852231,4.403862538934678,3.760644726438267,3.760644726438267,3.760644726438267,3.760644726438267,0.6817761620408611,2.0383939725678006,4.046990523385383,0.14612218606939312,0.45741524710177195,0.0587860569357872,0.0,0.0,0.1435621773579999,0.2750303394416764,0.0,0.0,3.760644726438267,5.106468120695453,0.14626963436603546,4.9572541884434225,0.0,2.6266285292147202,0.8988148135019121,4.517506648955061,0.0,4.760059101586545,0.3559456342576293,4.760059101586545,2.9978487628726525,2.9978487628726525,0.7226821184158325
B_cells;spleen_TRUE,3.4710082132697577,0.7152863806857189,13.943489887898277,13.943489887898277,13.943489887898277,13.943489887898277,13.943489887898277,13.943489887898277,13.943489887898277,1.1851269828911755,0.9538908324254864,0.9538908324254864,2.6327845596137878,2.433413279072935,0.0,0.0,4.0020866512921645,1.4361382403566019,1.4053511556010363,1.4053511556010363,0.0,5.051763966512716,2.3831464023525295,5.419179445695677,5.689120392289132,2.8406367088838467,4.722803050921182,0.0,3.1006773247051913,1.9028139413869425,1.9068413801486053,0.0,0.0,0.0,0.0,0.0,0.0,5.452389297514993,5.452389297514993,8.036937496674522,8.036937496674522,8.036937496674522,8.036937496674522,8.036937496674522,8.036937496674522,2.8406367088838467,2.8406367088838467,1.6299860253814877,0.0,0.0,4.996131546000159,4.996131546000159,4.996131546000159,4.996131546000159,4.996131546000159,4.996131546000159,4.996131546000159,4.996131546000159,4.996131546000159,4.996131546000159,1.1589129473417503,0.0,1.7080695840391174,3.663122345654792,2.8406367088838467,0.6912831211712399,4.0020866512921645,1.8868986561562042,1.8868986561562042,6.279572879966502,5.893295672383325,0.0,0.47564073258165895,2.4048917729157817,3.2129034941023233,6.495997666264299,5.689120392289132,5.689120392289132,6.287461718616457,5.452971940726645,1.8671955226622148,0.8367401593532421,0.34930250139916846,3.1006773247051913,8.926042673993077,8.926042673993077,8.926042673993077,8.926042673993077,8.926042673993077,8.926042673993077,8.926042673993077,8.926042673993077,2.8406367088838467,2.8406367088838467,4.818741163829348,2.8406367088838467,8.463750204992893,6.274309677541682,6.274309677541682,6.274309677541682,6.274309677541682,6.274309677541682,6.274309677541682,4.895849164260638,6.287461718616457,1.2336467036901666,1.2174986555907925,0.8424915563208963,4.1461320287847245,4.1461320287847245,1.5889669729789433,6.597060568550332,6.597060568550332,6.168372662414171,6.168372662414171,0.7232240165902676,7.858642658212752,6.287461718616457,6.287461718616457,6.287461718616457,6.287461718616457,0.6745458567519796,3.2669850849518274,5.051763966512716,0.1412033744936655,0.2901624058527441,0.0,0.0,0.0,0.09436989482685769,0.38783687196689526,0.10872220290868248,0.2022497213290773,6.287461718616457,6.256352730704432,0.0,4.666329877407357,0.0,2.8406367088838467,2.8838520512582098,4.818741163829348,0.11915880816061196,5.452389297514993,0.7732285314594285,5.452389297514993,2.918672706619405,2.918672706619405,0.367243366809063
Basal_cells;breast_TRUE,2.9713683773297452,2.500609287226012,3.62545894283594,3.62545894283594,3.62545894283594,3.62545894283594,3.62545894283594,3.62545894283594,3.62545894283594,2.9946269281134046,2.1685579197365583,2.1685579197365583,0.18836935142136732,2.7228928638812464,0.7162190228878159,0.0,2.5419675847604273,0.8591955193865876,5.478208624095287,5.478208624095287,0.09985616824496939,2.268276945704421,1.2781462467432727,2.001292798943855,1.049048758904085,2.9135228898219276,0.4499189423116053,0.0,0.4499189423116053,1.2548604807906194,1.3651363804783416,0.0,0.0,0.0,0.0,0.0,0.0,3.8139217850477927,3.8139217850477927,2.9198737568482493,2.9198737568482493,2.9198737568482493,2.9198737568482493,2.9198737568482493,2.9198737568482493,2.9135228898219276,2.9135228898219276,0.3051892714893581,0.09808639896384012,0.09808639896384012,2.530609431107636,2.530609431107636,2.530609431107636,2.530609431107636,2.530609431107636,2.530609431107636,2.530609431107636,2.530609431107636,2.530609431107636,2.530609431107636,0.6938263005567256,0.6325253933736964,3.5137504408601217,3.3464504070208267,2.9135228898219276,0.15374774209181374,2.5419675847604273,6.378807852841975,6.378807852841975,4.13394901806158,0.49323296967384955,0.0,0.0,1.6604141193690736,0.37352262853750184,2.446786434160957,1.049048758904085,1.049048758904085,2.446786434160957,4.150380405383482,3.887692905495687,0.5598669847135328,0.7176726388800443,0.4499189423116053,2.0341730366170507,2.0341730366170507,2.0341730366170507,2.0341730366170507,2.0341730366170507,2.0341730366170507,2.0341730366170507,2.0341730366170507,2.9135228898219276,2.9135228898219276,2.348108665386345,2.9135228898219276,3.162874768138073,2.8390136030112156,2.8390136030112156,2.8390136030112156,2.8390136030112156,2.8390136030112156,2.8390136030112156,0.5044343219524539,2.446786434160957,0.5568242245943368,0.34929495486175055,1.3025413508186265,4.217996339694148,4.217996339694148,1.7554570175562763,2.8274359283588315,2.8274359283588315,1.243162403826564,1.243162403826564,1.7306292390103735,0.9894445666892265,2.446786434160957,2.446786434160957,2.446786434160957,2.446786434160957,0.03618979621162385,3.672365604829654,2.268276945704421,0.5924539555127082,0.18876685963446224,0.06239513354268415,0.0,0.3839515462070359,0.010948231792739887,0.21693471173828172,0.0,2.468596047500993,2.446786434160957,1.4215765872062847,0.0,3.082174446321269,0.0,2.9135228898219276,0.35776888398508555,2.348108665386345,0.0,3.8139217850477927,1.2300502362740278,3.8139217850477927,0.7513360757721409,0.7513360757721409,0.0
